OTU	Test-Statistic	P	FDR_P	Bonferroni_P	6.63_mean	3.57_mean	6.5_mean	5.3_mean	8.5_mean	5.5_mean	5.6_mean	6.94_mean	4.9_mean	4.89_mean	5_mean	6_mean	9_mean	8_mean	6.56_mean	5.93_mean	6.76_mean	7.08_mean	4.67_mean	5.74_mean	5.7_mean	6.25_mean	5.82_mean	4.94_mean
k__Bacteria;p__	32.4491201698	0.091157648199	0.432102562102	1.0	0.000300751879699	0.0	0.000296441346664	0.0	0.00012670228012	0.000443046107144	0.000228487867294	0.000909182745732	0.0	0.0	0.000181837017792	0.0	0.000174879964968	0.000120114322719	0.000159872102318	0.000373552484124	0.00012015278375	0.000119260584377	0.0	0.0	5.44780998039e-05	0.000752619695478	0.000279659219343	0.0
k__Bacteria;p__GN02	32.0753445907	0.0985866109974	0.432102562102	1.0	0.000139634801289	2.20516891594e-05	0.0	0.000105042016807	1.8652366519e-05	7.13715435123e-06	0.0	0.000151530457622	0.0	0.000147269982696	1.18659996393e-06	0.0	1.17821274707e-05	8.50393165107e-06	7.99360511591e-05	5.33646405891e-05	5.69144765133e-05	0.000119260584377	0.0	0.0	1.3619524951e-05	0.000231575290916	3.19694388761e-05	1.72824997408e-05
k__Bacteria;p__Spirochaetes	31.7482960274	0.105492281262	0.432102562102	1.0	0.000118152524168	0.0	9.86475650263e-05	0.000105042016807	9.80305659305e-06	4.94805181426e-05	0.0	0.000151530457622	0.0	0.000220904974044	1.26381561475e-05	0.0	4.39826773127e-05	5.49796616854e-05	0.000159872102318	0.000106729281178	2.52953228948e-05	0.0	0.0	0.0	0.0	0.000231575290916	0.000279659219343	0.0
k__Bacteria;p__Nitrospirae	30.8688049992	0.126050500482	0.432102562102	1.0	0.02283566058	4.41033783188e-05	0.0215235553215	0.00325630252101	0.0143523022955	0.0142591601325	0.0134960166948	0.0113647843216	0.0	0.00743713412614	0.0136293904861	0.00212464589235	0.0245037252198	0.014777342411	0.0288569144684	0.0203319280645	0.00546378974528	0.0189624329159	0.0	0.0122728699762	0.00930213554151	0.0063683205002	0.0276219190326	0.0133757265833
k__Bacteria;p__AD3	30.7306763285	0.129554655517	0.432102562102	1.0	1.07411385607e-05	0.0233968421981	0.0	0.00241596638655	2.52213806688e-05	9.43257290256e-06	0.0	0.000151530457622	0.0	0.000331357461065	8.42386790391e-05	0.00070821529745	1.72454117393e-05	0.0	0.0	0.000373552484124	0.00293030043891	0.0	0.0	0.0	0.0	0.000578938227291	0.000322861984319	0.000241954996371
k__Bacteria;p__BRC1	30.6830974143	0.130779565741	0.432102562102	1.0	0.000204081632653	0.0	0.000164246391182	0.0	0.000434229958594	0.000232546036159	0.000517905832534	0.000202040610163	0.0	0.000257722469718	0.000213339633644	0.0	0.000162094331128	0.000173256471834	0.000639488409273	0.000373552484124	0.000132800445198	0.0	0.0	0.0	0.000898888646764	0.000231575290916	0.000319694388761	0.000138259997926
k__Bacteria;p__WPS-2	30.2485062957	0.14239997491	0.432102562102	1.0	3.22234156821e-05	0.0405089529858	4.23082267592e-05	0.00231092436975	2.52369790061e-05	0.000100788879362	0.0	0.000101020305081	0.0	0.000625897426457	0.00034275056561	0.0	2.20185526903e-05	5.20207212197e-05	0.000239808153477	0.000320187843535	1.26476614474e-05	0.0	0.0	0.000356633380884	5.44780998039e-05	0.000115787645458	9.90759121866e-05	0.00162442237333
k__Bacteria;p__BHI80-139	29.9764416315	0.150079129137	0.432102562102	1.0	2.14822771214e-05	0.0	5.7336641438e-05	0.000105042016807	4.89180233216e-05	3.96929925339e-05	3.04650489726e-05	0.0	0.0	7.36349913479e-05	6.43718453401e-05	0.0	5.42822811583e-05	2.43282187669e-05	0.000159872102318	0.0	1.26476614474e-05	0.000119260584377	0.0	0.0	1.3619524951e-05	0.0	3.19694388761e-05	6.91299989631e-05
k__Bacteria;p__Chlorobi	29.5147923454	0.163843029587	0.432102562102	1.0	0.00249194414608	0.0	0.000840413036837	0.000105042016807	0.000868091594421	0.001502271888	0.000746393699828	0.00171734518638	0.0	0.000515444939435	0.000706928228336	0.000354107648725	0.000700206599998	0.000424045459841	0.00111910471623	0.00224131490474	0.000467963473554	0.00178890876565	0.0	0.00213980028531	0.00196121159294	0.00109998263185	0.00174679232879	5.18474992223e-05
k__Bacteria;p__WS3	29.4085662049	0.167143255283	0.432102562102	1.0	0.0096992481203	0.0	0.00531528378606	0.00210084033613	0.00616011109704	0.00835886448334	0.00353394568082	0.0127790685928	0.0	0.00482309193329	0.00369720635893	0.000354107648725	0.00730218825082	0.00373024011819	0.0139088729017	0.00683067399541	0.00228290289126	0.010137149672	0.0	0.0045315847741	0.00273752451514	0.0115208707231	0.00774695708424	0.00404383973474
k__Bacteria;p__FBP	29.0895170925	0.177360275123	0.432102562102	1.0	0.0	0.0	3.4544693627e-05	0.000210084033613	0.000172552725239	5.77391485051e-05	0.000228487867294	0.0	0.0	7.36349913479e-05	5.94440256725e-05	0.0	3.6410623547e-05	5.99950130686e-05	0.0	5.33646405891e-05	6.3238307237e-06	0.0	0.0	0.0	8.17171497058e-05	0.0	8.15073949694e-05	1.72824997408e-05
k__Bacteria;p__Chloroflexi	28.5015686275	0.1974071384	0.432102562102	1.0	0.0340708915145	0.0014113081062	0.0289900230697	0.0319327731092	0.0364869628039	0.0181293782545	0.0325671373517	0.0645014647944	0.00617283950617	0.0171569529841	0.0288152928614	0.0028328611898	0.0286025080491	0.0246004924034	0.042206235012	0.0240674529057	0.0342783059471	0.0311270125224	0.0263157894737	0.0330237002848	0.0222679232948	0.0502518381289	0.0301121956275	0.0171087465273
k__Bacteria;p__Acidobacteria	28.4840522876	0.198028948666	0.432102562102	1.0	0.170128893663	0.544103378319	0.172356413714	0.121743697479	0.141430864235	0.176043154436	0.183460524913	0.22406303667	0.0586419753086	0.27012996576	0.185468487691	0.0134560906516	0.202333728638	0.191210693068	0.254836131095	0.189177650889	0.152288790341	0.188431723315	0.111842105263	0.127012431221	0.181779799521	0.20853354947	0.200322386339	0.182804734892
k__Bacteria;p__Cyanobacteria	28.2660631963	0.205887411957	0.432102562102	1.0	0.00263157894737	0.00348416688718	0.00286633257366	0.00525210084034	0.00203607002125	0.00168484662574	0.00309220247072	0.00156581472876	0.0	0.00360811457605	0.00197657193235	0.00460339943343	0.00200647853738	0.00228647139837	0.00391686650679	0.00208122098298	0.00173905344902	0.00202742993441	0.0131578947368	0.00767932187333	0.00443996513402	0.00254732820008	0.00418600283039	0.00304158735207
k__Bacteria;p__OP11	28.1123821582	0.211561699706	0.432102562102	1.0	0.000107411385607	0.0	2.58784437739e-06	0.0	1.48473327268e-05	1.24811813036e-05	1.52325244863e-05	0.000202040610163	0.0	0.0	1.01967566157e-06	0.0	5.80262499011e-06	1.18682153369e-05	0.0	0.000106729281178	7.58859686844e-05	0.0	0.0	0.0	0.0	0.0	0.000121542564388	0.0
k__Bacteria;p__OD1	28.110156166	0.211644706379	0.432102562102	1.0	0.000590762620838	8.82067566376e-05	2.52852057384e-05	0.000210084033613	5.0583674365e-05	2.53061692277e-05	0.0	0.000505101525407	0.0	0.00206177975774	6.59892505668e-05	0.0	6.81088202862e-05	4.86564375339e-05	0.000399680255795	0.000266823202946	0.00041104899704	0.000238521168754	0.0131578947368	0.000713266761769	0.0	0.00127366410004	0.000495379560933	0.00022467249663
k__Bacteria;p__FCPU426	28.098963649	0.212062426651	0.432102562102	1.0	9.66702470462e-05	0.00626267972127	0.0	0.000210084033613	1.48473327268e-05	5.73259642521e-05	0.0	0.0	0.0	0.00257722469718	0.000167173199515	0.0	1.01953635565e-05	0.000125472869032	0.000159872102318	0.000266823202946	0.0	0.0	0.0	0.000713266761769	0.0	0.000347362936375	0.000194984228815	0.000207389996889
k__Bacteria;p__TM7	27.9928720921	0.216051281051	0.432102562102	1.0	0.000236305048335	0.000992326012173	0.00018404642948	0.000525210084034	3.67842063207e-05	0.000104357080007	3.04650489726e-05	0.000454591372866	0.0	0.000773167409153	0.000136363446703	0.0	0.000103903686998	0.000105225018626	0.000159872102318	0.000373552484124	0.000284572382566	0.000119260584377	0.0	0.0	2.72390499019e-05	5.78938227291e-05	0.000335532366552	0.000207389996889
k__Bacteria;p__Elusimicrobia	27.1673096708	0.248913610941	0.480660765956	1.0	0.00406015037594	2.20516891594e-05	0.00202867168142	0.000735294117647	0.00129051560948	0.00204200364912	0.0026656917851	0.00237397716941	0.00308641975309	0.00357129708037	0.00183929658665	0.0	0.00184952229839	0.00122861958996	0.00199840127898	0.00362879556006	0.000853717147699	0.00178890876565	0.0	0.00213980028531	0.00209740684245	0.00376309847739	0.00351232710798	0.00100238498496
k__Bacteria;p__Armatimonadetes	26.918132716	0.259467480372	0.484339296695	1.0	0.00123523093448	0.000970274323013	0.000637305832215	0.0031512605042	0.000979950739425	0.000626759109039	0.000578835930479	0.00227295686433	0.00617283950617	0.00530171937705	0.000888973236976	0.0	0.000935009861406	0.000653465169547	0.00159872102318	0.00298841987299	0.00115093719171	0.00190816935003	0.0	0.000356633380884	0.000354107648725	0.00254732820008	0.00292218280326	0.00260965746086
k__Bacteria;p__SR1	25.9287334983	0.304242126515	0.526594666684	1.0	2.14822771214e-05	0.0	0.0	0.0	5.04427613376e-06	4.3320548958e-06	0.0	0.0	0.0	0.0	8.04391547374e-06	0.0	0.0	0.0	7.99360511591e-05	0.0	6.3238307237e-06	0.000119260584377	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes	25.7973856209	0.310524112816	0.526594666684	1.0	0.0938560687433	0.00895298579871	0.0867068442881	0.094012605042	0.10078012118	0.124920450701	0.0888513153285	0.0774320638448	0.0648148148148	0.0828025477707	0.0823143969829	0.0984419263456	0.067282975645	0.0685075176178	0.0503597122302	0.078712844869	0.0727445410548	0.0696481812761	0.111842105263	0.0917332657704	0.150931575507	0.110171944654	0.0684562738227	0.0548680912102
k__Bacteria;p__Kazan-3B-28	25.3955794843	0.330217023343	0.526594666684	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01953635565e-06	0.0	0.0	5.33646405891e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.51370344343e-05	0.0
k__Archaea;p__[Parvarchaeota]	25.2578982386	0.337126604352	0.526594666684	1.0	2.14822771214e-05	0.0	1.0850029095e-05	0.0	3.00898774808e-05	1.46323698068e-05	0.0	0.000101020305081	0.0	3.68174956739e-05	3.11681835183e-06	0.0	2.511193988e-05	3.11810827206e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.08585748529e-05	0.0	1.75685172171e-05	0.0
k__Archaea;p__Euryarchaeota	25.1200319725	0.344126281008	0.526594666684	1.0	1.07411385607e-05	0.0	0.0	0.0	0.000129215631097	1.04691326648e-05	6.09300979451e-05	0.0	0.0	0.0	0.0	0.0	2.81321813041e-06	2.83464388369e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.72390499019e-05	0.0	2.8801843318e-05	0.0
k__Bacteria;p__SBR1093	24.9988566566	0.350344292127	0.526594666684	1.0	0.0	0.0	1.23459838515e-05	0.0	8.15300388693e-06	0.0	4.56975734588e-05	0.0	0.00308641975309	0.0	5.27746756993e-06	0.0	4.21077776725e-05	0.0	0.0	0.0	0.0	0.000119260584377	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria	24.921503268	0.354345343339	0.526594666684	1.0	0.162373791622	0.103422422158	0.159745745857	0.211764705882	0.169521739327	0.106596236739	0.14647595546	0.156025861198	0.114197530864	0.105334855123	0.166056602021	0.00849858356941	0.128581260021	0.119954237962	0.135251798561	0.100112065745	0.13460188638	0.120691711389	0.0526315789474	0.121581689699	0.112047831772	0.152608116714	0.120245287265	0.0831946386945
k__Bacteria;p__Firmicutes	24.8103921569	0.360135161445	0.526594666684	1.0	0.00642320085929	0.0154802857899	0.00893193437316	0.126050420168	0.0122352582374	0.00699443623644	0.0118052064769	0.00439438327104	0.398148148148	0.0101248113103	0.0130814579391	0.803824362606	0.0121864640213	0.0121291069098	0.00799360511591	0.0622765355675	0.0932739884349	0.00739415623137	0.355263157895	0.191305581106	0.0105823708869	0.0101314189776	0.0222664561143	0.0523955003266
k__Bacteria;p__NKB19	24.5315165371	0.37488359875	0.526594666684	1.0	1.07411385607e-05	0.0	1.13486806805e-05	0.0	0.000150424473986	4.14584671637e-05	7.61626224314e-05	0.000101020305081	0.0	0.0	2.43113875091e-05	0.0	1.76183548346e-05	2.66332228485e-05	7.99360511591e-05	0.0	5.05906457896e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia	24.5080392157	0.376139047632	0.526594666684	1.0	0.0901503759398	0.03279086178	0.14168543615	0.0615546218487	0.0945307442947	0.146018237741	0.125531234291	0.085109607031	0.0216049382716	0.150694009793	0.122062048021	0.0116855524079	0.118758676343	0.11286434397	0.10759392486	0.151555579273	0.0646816938636	0.0957662492546	0.0197368421053	0.105343166684	0.131591850076	0.0752040757251	0.133050975417	0.158337488942
k__Bacteria;p__[Thermi]	24.2382271468	0.390716586631	0.533661679301	1.0	0.0	2.20516891594e-05	3.08649596286e-06	0.0	2.52213806688e-06	3.6100457465e-07	0.0	0.0	0.0	0.0	2.37319992785e-06	0.0	0.0	3.95607177897e-06	0.0	0.0	0.0	0.0	0.00657894736842	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__WS5	24.0	0.40380844446	0.53841125928	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75685172171e-05	0.0
k__Bacteria;p__TM6	23.5182751002	0.430870150517	0.550052817937	1.0	0.000247046186896	0.0007056540531	0.000475389245396	0.000210084033613	0.00070118021587	0.000768049300645	0.000502673308047	0.000404081220325	0.0	0.000920437391849	0.000452949000869	0.0	0.000627713309948	0.000900330539249	0.000479616306954	0.000160093921767	0.00017074342954	0.000238521168754	0.0	0.000965250965251	0.000394966223578	0.000578938227291	0.00021572034159	0.000639452490408
k__Bacteria;p__GAL15	23.4952109124	0.43218435695	0.550052817937	1.0	2.14822771214e-05	0.0	1.1847332266e-05	0.0	8.73959357322e-06	0.0	0.0	0.0	0.0	0.0	8.30619974749e-06	0.0	1.92755786463e-05	1.98425071858e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes	22.1652941176	0.510292517646	0.635030688626	1.0	0.0426638023631	0.037487871571	0.0427750983198	0.0322478991597	0.0462643262215	0.0437632840696	0.0436868802267	0.0678856450146	0.0123456790123	0.0452118846876	0.0427146741317	0.00460339943343	0.0446865834564	0.0445521605616	0.0630695443645	0.0462671433908	0.0520411328577	0.0555754323196	0.0131578947368	0.0386251852015	0.0511821747657	0.0466624211197	0.0439436382537	0.0584994051903
k__Bacteria;p__NC10	21.1868958786	0.569675050441	0.687760707771	1.0	0.0	0.0	0.0	0.0	1.18483213264e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.42150827313e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__PAUC34f	20.896854633	0.58738650738	0.687760707771	1.0	1.07411385607e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.64254533734e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria	20.8620915033	0.589509178089	0.687760707771	1.0	0.326423200859	0.177957131516	0.273237771003	0.285294117647	0.297859093288	0.306806852411	0.260613261436	0.263764016567	0.299382716049	0.274953057693	0.286421533354	0.0439093484419	0.295117602372	0.340709328459	0.274660271783	0.292651688991	0.366913096365	0.381991651759	0.269736842105	0.246539692331	0.268086729135	0.297747930296	0.31639023239	0.354754866527
k__Bacteria;p__GN04	18.9201805684	0.705847663359	0.806683043839	1.0	0.0	0.0	0.0	0.0	1.3783869707e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32548026703e-05	3.95607177897e-06	0.0	0.0	0.0	0.0	0.0	0.000965250965251	0.0	0.0	0.0	0.0
k__Bacteria;p__Fusobacteria	18.371831454	0.737019760283	0.825462131517	1.0	0.0	0.0	2.160547174e-05	0.0	2.52213806688e-06	0.0	0.0	0.0	0.00308641975309	0.0	8.92489699349e-06	0.0	1.29188451069e-06	3.95607177897e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AC1	15.6666666667	0.869162561723	0.936021220318	1.0	0.0	0.0	0.0	0.0	2.52213806688e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__GOUTA4	15.6666666667	0.869162561723	0.936021220318	1.0	0.0	0.0	0.0	0.0	4.2876347137e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__WS1	12.931122449	0.953467727018	0.999988202266	1.0	0.0	0.0	0.0	0.0	5.04427613376e-06	1.80502287325e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__WS4	10.5417650578	0.987395618179	0.999988202266	1.0	0.0	0.0	0.0	0.0	2.77435187357e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.37007104879e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae	4.55555555556	0.999988202266	0.999988202266	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03353404564e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OP8	4.55555555556	0.999988202266	0.999988202266	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25584044296e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
